date,COMPANY_NAME,orders
2026-08-27,QUICKCOM SOLUTIONS PRIVATE LIMITED,3
2026-08-27,RITI ARORA,6
2026-08-27,RedroomTechnology Private Limited,1
2026-08-27,SUPER CLONE ENTERPRISES (OPC) PRIVATE LIMITED,6
2026-08-27,ShopeeQ.com,12
2026-08-27,UBON,4
2026-08-27,Visage lines Personal Care Pvt Ltd,33
2026-08-27,ZIBBRI INDIA PRIVATE LIMITED,1
2026-08-27,ZYNTRIX LIFESTYLE LLP,3
2026-08-28,AMAN KUMAR,8
2026-08-28,ANSH SABHARWAL,6
2026-08-28,ARTI KAPOOR,49
2026-08-28,ASQUARE FOOD & BEVERAGES PVT LTD,8
2026-08-28,DAILY BOTANIX LLP,3
2026-08-28,DYNAMIC MARKETTING SOLUTION,32
2026-08-28,Go5 Incorporation,5
2026-08-28,HITESH JAIN,2
2026-08-28,JUGAL KANT SHARMA,1
2026-08-28,KALAKARI FILM AWARDS & FESTIVAL PRIVATE LIMITED,1
2026-08-28,NAMMA DABBA PRIVATE LIMITED,4
2026-08-28,Nuworld Retail Private Limited,2
2026-08-28,ONETAIL BRANDS TECHNOLOGIES PRIVATE LIMITED,9
2026-08-28,Order Status,1
2026-08-28,PANDA,3
2026-08-28,QUICKCOM SOLUTIONS PRIVATE LIMITED,2
2026-08-28,RITI ARORA,15
2026-08-28,Renu Kansal,1
2026-08-28,SUPER CLONE ENTERPRISES (OPC) PRIVATE LIMITED,5
2026-08-28,ShopeeQ.com,11
2026-08-28,UBON,2
2026-08-28,Visage lines Personal Care Pvt Ltd,46
2026-08-28,ZYNTRIX LIFESTYLE LLP,1
2026-08-29,AMAN KUMAR,4
2026-08-29,ANSH SABHARWAL,1
2026-08-29,ARTI KAPOOR,38
2026-08-29,ASQUARE FOOD & BEVERAGES PVT LTD,10
2026-08-29,DAILY BOTANIX LLP,1
2026-08-29,DYNAMIC MARKETTING SOLUTION,19
2026-08-29,Go5 Incorporation,6
2026-08-29,HITESH JAIN,1
2026-08-29,HYPERTEXT MARKETING PRIVATE LIMITED,1
2026-08-29,JANESH AGRAWAL,1
2026-08-29,KALAKARI FILM AWARDS & FESTIVAL PRIVATE LIMITED,3
2026-08-29,NAMMA DABBA PRIVATE LIMITED,1
2026-08-29,ONETAIL BRANDS TECHNOLOGIES PRIVATE LIMITED,8
2026-08-29,PANDA,1
2026-08-29,QUICKCOM SOLUTIONS PRIVATE LIMITED,1
2026-08-29,RITI ARORA,65
2026-08-29,SELECT BRANDS INTERNATIONAL PRIVATE LIMITED,1
2026-08-29,SUPER CLONE ENTERPRISES (OPC) PRIVATE LIMITED,6
2026-08-29,ShopeeQ.com,4
2026-08-29,Tinkerbell Magical Solution LLP,1
2026-08-29,Visage lines Personal Care Pvt Ltd,15
2026-08-29,ZYNTRIX LIFESTYLE LLP,1
2026-08-30,AMAN KUMAR,7
2026-08-30,ANSH SABHARWAL,5
2026-08-30,ARTI KAPOOR,22
2026-08-30,ASQUARE FOOD & BEVERAGES PVT LTD,11
2026-08-30,DAILY BOTANIX LLP,1
2026-08-30,DYNAMIC MARKETTING SOLUTION,9
2026-08-30,Go5 Incorporation,3
2026-08-30,HITESH JAIN,2
2026-08-30,JUGAL KANT SHARMA,2
2026-08-30,ONETAIL BRANDS TECHNOLOGIES PRIVATE LIMITED,4
2026-08-30,Order Status,4
2026-08-30,PANDA,1
2026-08-30,RITI ARORA,88
2026-08-30,SUPER CLONE ENTERPRISES (OPC) PRIVATE LIMITED,3
2026-08-30,ShopeeQ.com,7
2026-08-30,UBON,2
2026-08-30,Visage lines Personal Care Pvt Ltd,22
2026-08-31,ARTI KAPOOR,1
2026-08-31,DYNAMIC MARKETTING SOLUTION,1
2026-08-31,HITESH JAIN,1
2026-08-31,ONETAIL BRANDS TECHNOLOGIES PRIVATE LIMITED,1
2026-08-31,PANDA,1
2026-08-31,RITI ARORA,2
2026-08-31,ShopeeQ.com,1
